source,final_text,model,dominant_topic,dominant_topic_score
tiktok,"pinter beasiswa ambil, kuliah bayar",nmf,1,0.011200830702084757
tiktok,okelah udh gmna alihkan program mengarahkan kemajuan negara,nmf,1,0.011225517928144685
tiktok,mantap jalan mbgnya dukung,nmf,1,0.009430834821099132
tiktok,pinteran luh bang 🤭🤣,nmf,1,0.0014202995945395433
tiktok,tidak jga bg tidak pinter alangkah baik nya si anggaran ditepatkn program negara maju makan bergizi gratis press pengelolaan makan bergizi gratis byk ngga tepat/byk jdi sarang korupsi,nmf,0,0.043351808740355866
tiktok,"lanjutkan, anak anak generasi muda tumbuh sehat kukiahkan orang, ntr uangnya pake gk jelas, kli kau boaya kuliah tidak dieum",nmf,1,0.09784559707453397
tiktok,mu kmrin viral anaknya jdi wna tidak dapet kuliah gratis iya,nmf,1,0.01517827985835186
tiktok,"ptn pts lu 🤣 w pake kip tolak, temen gw tolak🤣",nmf,1,0.00854031217904587
tiktok,stunting gimana? gizi gimana?,nmf,1,0.02751219106992374
tiktok,kasih duit kuliah gratis ln d manfaatkan pindah warga negara,nmf,1,0.02877943998882558
tiktok,lulus kuliah kerja d makan bergizi gratis,nmf,1,0.022052307257483982
tiktok,ntar kaya lpdp tu pinter menjatohkan negara 🤣,nmf,1,0.01622809260454834
tiktok,susah iya. udah presiden nya bodooh pikun,nmf,4,0.1250101824125766
tiktok,"tai, ad korupsi",nmf,0,0.1412327492491614
tiktok,klau tidak setuju permainan lingkungan makan bergizi gratis,nmf,2,0.0188525481653275
tiktok,"kk q suka makan bergizi gratis, 🥰",nmf,1,0.005483143531110816
tiktok,"anak harinya antusias nungguin makanan rumahnya serba keterbatasan,",nmf,1,0.07623191568537388
tiktok,"kak, sppg sekolah anak ku amanah kok, menunya variatif enak , menerima masukan sekolah nya. bener makan bergizi gratis anakku dapet, bantuan blas tidak dapet 🥲",nmf,1,0.06980213736097553
tiktok,mental rakyat kayak negara maju,nmf,1,0.03653939032154279
tiktok,cocote ora mutu blas,nmf,4,0.0040773953562602645
tiktok,ngarap bangt dikasih orng bun,nmf,1,0.006758437985408889
tiktok,"kerja bu masak cm ngasih makan ank tidak mampu,klw tidak tidak ush bikin ank, negara udh inflasi utang banyak, udh ujung tanduk cm mkir mkan aj,blm mkir depanya samapi dunia udh tidak ap menghadapinya, mikirnya jangka bukan makan",nmf,1,0.02161732311411034
tiktok,iya gk belanja pasar iya harga noh gila gilaan naiknya,nmf,1,0.0075299382822272085
tiktok,"ngga ah, wajar koq",nmf,1,0.0042703963803612625
tiktok,fix pegawai makan bergizi gratis,nmf,1,0.0006978739273086656
tiktok,tidak fitnah,nmf,0,0.0
tiktok,ahh bener..?,nmf,0,0.0
tiktok,"makan bergizi gratis mikirin berhemat.. jor jor an dana, anak tidak butuh roti tidak jelas, biskuit gula anak diabet",nmf,1,0.08056711143735357
tiktok,jd uwangny mknan brgizi kluarga,nmf,1,0.0021405637236857765
tiktok,tak kerja berharap p k .,nmf,1,0.014767844116846233
tiktok,wo cepet stop makan bergizi gratis gw ngambek nich,nmf,2,0.1295971125846194
tiktok,makan bergizi gratis bagus tidak bagus mengelola nya plis denger,nmf,1,0.023364273793532737
tiktok,apa? anggaran pendidikan kesehatan udah dipotong makan bergizi gratis. lain??,nmf,1,0.022527610088112705
tiktok,makan bergizi gratis celah korupsi lapangan actualnya menu seharga budget tetapkan,nmf,0,0.0850203782607698
tiktok,"mending rb x = anak, d belikan sembako kyk beras, minyak rb td bulan. gk prlu menggaji sppg tentuny bermanfaat.",nmf,1,0.0536968015396067
tiktok,mikirnya pak? daya beli masyarakat down pak. baik fokus umkm,nmf,1,0.02896354309487587
tiktok,roti koq makanan bergizi kak? hahahahaha,nmf,1,0.023562964724007072
tiktok,"sistem rapelan, anak anak tidak kelaparan kekurangan gizi iya, trus tujuan makan bergizi gratis apa. anak butuh gizi hari, tidak rapel gizi.",nmf,1,0.11537282963424253
tiktok,"ohh kyk puasa kmaren iya kyk kacang an,kripik tempe,roti tawar gtu ..ini peninggalan puasa kmaren puasa jd tidak sempet ngemil kacang",nmf,1,0.007076394139683785
tiktok,menunya merata kyk kmaren skolah juga.,nmf,1,0.005934567377429216
tiktok,"sistem pembagiannya, bukan isian makan bergizi gratis nya. td sia bensin anak ambil makan bergizi gratis sekolah bukan isian makan bergizi gratis harian d terima anak isian makan bergizi gratis daerah beda bu mungkin tergantung sppg pengelolanya. d daerah alhamdulillah baik. contohnya rapelan hari, isinya susu cair liter, buah apel ,telur ditambah roti tawar sebungkus isi sisir kacang an",nmf,1,0.08259418850854024
tiktok,ah mending sekolh tnp makan bergizi gratis tidak papa,nmf,1,0.011023519005756474
tiktok,"permasalahan daring terbatas bkn tdk makan bergizi gratis, krisis bahan bakar minyak mendunia. negara solusi terbaik negaranya, mengingat, menimbang memperhatkan rakyat . dipilih pembelajaran daring terbatas, pemerintah mempertimbangkan aspek. tdk mengukur pribadi kita, sekolah pertimbangan anak bersepeda jalan kaki daerah begitu. pemerintah memikirkan kebaikan global. semoga kebijakan terbaik pembelajaran anak selanjutnya🤗",nmf,1,0.06645930318966989
tiktok,"pngeluaran anggaran pendapatan belanja negara trbesar bangsa makan bergizi gratis, sblmnya tnpa program aman skolah daring efek hasilnya tau sndiri covid kmrn gmna? tnya lulusan jalur covid",nmf,1,0.023818334477845236
tiktok,"anggaran makan bergizi gratis tdk tau subernya mana, tidak situ bahasannya. pembahasan gmn ambil makan bergizi gratis sekolah d lakukan daring terbatas. daring terbatas iya, d rencanakan senin kamis sekolah, jumat sabtu daring. bkn full daring sprt covid. itupun ketuk palu, dilaksanakan enggak.kita doakan solusi terbaik pembelajaran krisis bahan bakar minyak mendunia ini🤗",nmf,1,0.03331401598893643
tiktok,baca diatas udh jawabannya.,nmf,1,0.004031394749124203
tiktok,iya siswa ttp hrus ambil k sekolah iya udah sekolah aneh,nmf,1,0.04889934465465516
tiktok,o mitra makan bergizi gratis iya,nmf,1,0.0008016646557952684
tiktok,"astaghfirullah sekolah loh hari, nya daring. makan bergizi gratis rapel pembagiannya skolah pak.jd gk k skolah ambil makan bergizi gratis daring. belajar daring rencananya pak, keputusannya. semoga kebijakan terbaik",nmf,1,0.030657391285113085
tiktok,"baca komentar, komen🤗",nmf,1,0.0026706827349310836
tiktok,wowo emg,nmf,0,0.00496250043858306
tiktok,"pola pemikirannya baguss, sistemnya salah",nmf,4,0.00889262848825052
tiktok,priode pkonya nyesel aing,nmf,4,0.0024485288261399973
tiktok,periode,nmf,3,0.4181709137467734
tiktok,niat bpk baik baik 🥺,nmf,1,0.03258460752551997
tiktok,makan bergizi gratis tidak benarnya,nmf,0,0.0
tiktok,periode,nmf,3,0.4181709137467734
tiktok,turunkan hrg pangan rakyat mkn bergizi,nmf,1,0.03091091247356732
tiktok,program gk jls.. ruwet,nmf,0,0.0
tiktok,"setuju mbg,klo krisis makan bergizi gratis membantu",nmf,1,0.02285512947685173
tiktok,manfaat makan bergizi gratis,nmf,1,0.005042261021113042
tiktok,omon omon ceo makan bergizi gratis berat,nmf,4,0.014333554663081139
tiktok,"iya program makan bergizi gratis bagus,tapi praktek lapangannya bobrok pak,cuma ajang mencari keuntungan pribadi pak.",nmf,1,0.011486659576256915
tiktok,"alhamdulillah berkat makan bergizi gratis merasakan manfaat anak anak indonesia makan bergizi mencerdaskan bangsa, terima kasih jenderal",nmf,1,0.12670340136614727
tiktok,"minimalnya makan bergizi gratis sabtu stop, sekolah masuk senin-jumat,",nmf,2,0.14021515626462094
tiktok,"aslinya bagus, implementasi nya bobrok .",nmf,1,0.01750642678282481
tiktok,makan bergizi gratis bersih korupsi??,nmf,0,0.1307222772221957
tiktok,mencegah stunting pake roti? kacang goreng? abon? sungguh lawak sebenernya. beliau tau tidak si lapangan anak bangsa dikasih makannya 🥺,nmf,1,0.05633405078608349
tiktok,ah biarin komen emng,nmf,1,0.002265749933878105
tiktok,"pdhl tau belajar daring, bikin susah ortu, bikin anak kecanduan hp",nmf,1,0.05323476497430251
tiktok,"td menanggapi pembagian makan bergizi gratis sekolah daring terbatas d lakukan. anak sekolah sepeda krisis bahan bakar minyak anak d perkenankan kok. siswa k skolah sepeda, berjalan kaki. pemerintah menerapkan itu, butuh kajian lanjut, rute anak sekolah keamanannya berbeda. melintasi jalan raya rawan laka, anak bersepeda, faktor jarak dll. semoga solusi terbaik pendidikan anak selanjutnya🤗",nmf,1,0.13825037645259836
tiktok,kdm suruh anak jalan kaki,nmf,1,0.061405241011861136
tiktok,rapelan seminggu dapetnya doang,nmf,4,0.002656509579828828
tiktok,"tuir nakal,kembali anak pengen jewer",nmf,1,0.0880251618051113
tiktok,dikirim via wa,nmf,0,0.0
tiktok,lucu komen pean mbak?,nmf,1,0.0017515319048312596
tiktok,iya hemat bahan bakar minyak,nmf,1,0.010944241877242513
tiktok,"langsung dapurnya tidak sekolah, sekolah tidak ngurusin makan bergizi gratis",nmf,1,0.05397439983972851
tiktok,"menjembatani sppg org tua siswa sekolah kok. baik . fyi d sekolah saya, menerima keluhan org tua siswa makan bergizi gratis baik",nmf,1,0.05606148506052909
tiktok,tidak wfh guru,nmf,1,0.005514572144002169
tiktok,"pribadi suka mengajar tatap muka nitabene thn kuasai ketimbang mengajar daring. keputusan terbaik negara pembelajaran daring terbatas mengatasi kekurangan bahan bakar minyak mendunia ini, pembelajaran daring terbatas, semaksimal mungkin. percaya pemerintah mengupayakan solusi terbaik pwrtimbangan",nmf,1,0.020170629899142485
tiktok,tetep makan bergizi gratis,nmf,1,0.0018441377587226518
tiktok,tidak guru petugas makan bergizi gratis d bagikan makan bergizi gratis rapelan daring terbatas. yukk semangat menyikapi kelangkaan bahan bakar minyak jiwa tenang 🤗,nmf,1,0.016630069747418232
tiktok,"rapelan terputus gizinya kepala bgn loh iya bukan gua wkwkwk, iya sekolahnya siswanya iya cuman guru tertentu, iya beda",nmf,1,0.017374101701346702
tiktok,terbang mba..karrna negara melimpah sumber daya mari maximalkan potensinya buka ojeg kunti biar terbang sini..,nmf,1,0.014768875418939068
tiktok,tidak ngambil sekolah mbak..!! makan bergizi gratis dikirim rumah kurir robot finlandia..,nmf,1,0.02880810268601606
tiktok,"betulah iq / , guru/siswa sekolah ambil makan bergizi gratis karpet aladin",nmf,1,0.04423283968230754
tiktok,"daerah kami, skolah² kota tidak kebagian makan bergizi gratis",nmf,1,0.011143142768488084
tiktok,makan bergizi gratis anak makan.. alhamdulillah,nmf,1,0.10789849159477671
tiktok,makan bergizi gratis,nmf,0,0.0
tiktok,bngt pa makan bergizi gratis,nmf,2,0.006003731062075666
tiktok,"saran ajah pa prabowo mungkin pertahankan makan bergizi gratis, lakukan audit berjenjang audit sppg koperasi merah putih olrh lembaga independen.",nmf,1,0.02555864610934356
tiktok,mending d ksh modal usaha,nmf,1,0.010367090723316768
tiktok,tdk korupsi program makan bergizi gratis ini?,nmf,0,0.17158965362880846
tiktok,progam gk manfaatnya ngabisin anggaran,nmf,1,0.013404404798227436
tiktok,wfh baik stop makan bergizi gratis pak.,nmf,2,0.13034416579671346
tiktok,"penyesalan sll terlambat diputar balik, golput kemarin",nmf,1,0.0010528372351520736
tiktok,"lanjutkan program makan bergizi gratis prabowo,,program bagus,sebab rakyat indonesia membutuhkan,,",nmf,1,0.08627649385017484
tiktok,pikirkan kesejahtraan guru swasta jangn makan bergizi gratis,nmf,1,0.008605467665481622
tiktok,biar sklh tdk daring hemat bahan bakar minyak,nmf,1,0.018679956135850422
tiktok,[sticker],nmf,1,3.483406346390278e-05
tiktok,mohon maaf pa. nya makan bergizi gratis merusak umkm,nmf,1,0.009633289605495742
tiktok,kasih membutuhkn jangan ratakn,nmf,1,0.052721659099747624
tiktok,"tidak dengerin suara rakyat, jangan egois",nmf,1,0.025004893241751522
tiktok,"niat nya benar, sesuai tidak president ku terhormat ‍",nmf,1,0.01674312529174761
tiktok,periode sj pak. jangan bicara bermimpi sj hasil kepemimpinannya,nmf,3,0.12615768090859078
tiktok,"bener banget, gk ngeluarin uang langsung program bnyk keberatan, iya",nmf,1,0.02784446211589358
tiktok,msih knapaya🤣🤣,nmf,1,0.0010423766615640913
tiktok,negeri konoha .yg bagus jelek an jelek bagus in egonya,nmf,1,0.019091739667083215
tiktok,rumor apanya kk,nmf,1,0.0013466306273684637
tiktok,pidato udah kali tak lepas makan bergizi gratis,nmf,1,0.011027433464549614
tiktok,"rencana baik, tolong cek pengelolanya lapangan",nmf,1,0.030929204167105005
tiktok,"menu makan bergizi gratis tidak sesuai,tolong dengar keluhannya,,",nmf,1,0.01971787774590979
tiktok,"pejabat seneng program pengadaan barang,ktn situlah markup harga,makanya dpr setuju mbg,mereka memuji makan bergizi gratis adlh program cerdas",nmf,1,0.0143735217162485
tiktok,"sebenernya program nya tidak salah gua, cuman praktek lapangan nya",nmf,1,0.014405510952796068
tiktok,ngga nyadar iya ini!,nmf,1,0.010699842310251513
tiktok,gatal jari tuk menuliskan pak..,nmf,0,0.0
tiktok,makan bergizi gratis buruk gizinya cm singkong rebus,nmf,1,0.007184041698708338
tiktok,tidak makan bergizi gratis lanjutkan dibenahi menunya berkualitas jangan asalan tidak keracunan,nmf,1,0.027094393225034957
tiktok,"kriteria sekolah sasaran makan bergizi gratis makan bergizi gratis sasaran. sesuai penglihatan bapak, drop makan bergizi gratis pedesaan, membutuhkan.",nmf,1,0.04082064289142704
tiktok,salah tidak benar,nmf,4,0.016233665933343355
tiktok,jangan egois dengarkan suara rakyat,nmf,1,0.025592913388421474
tiktok,sak karepmu sak senengmu.. kun fayakun.. semoga allah membuka pikiranmu,nmf,1,0.010863639922596707
tiktok,subsidi kesehatan pendidikan subsidi bahan bakar minyak butuhkan rakyat ketimbang makan bergizi gratis,nmf,1,0.02489138382920564
tiktok,karepmu,nmf,1,0.00011524629132535997
tiktok,"tidak langsung, mengajari hidup konsumtif",nmf,1,0.014674512214171405
tiktok,"tujuan program baik, implementasi nya efektif evaluasi komprehensif",nmf,1,0.02058030709058003
tiktok,analisa bem ugm masuk akal,nmf,1,0.002764878779454017
tiktok,ambisius lihat,nmf,1,0.013351867778481442
tiktok,"tidak stanting,",nmf,1,0.009525246649823765
tiktok,kritik didepan mata tidak dianggap sosmed.,nmf,4,0.008339479195473206
tiktok,tau menu makan bergizi gratis tdk bergisi,nmf,1,0.01714813785425276
tiktok,ujung nya utang,nmf,2,0.0023394981085948473
tiktok,makan bergizi gratis prabowo,nmf,1,0.0978103584132219
tiktok,kiamat makan bergizi gratis jalan,nmf,1,0.008231088131599935
tiktok,"programnya bagus pak,, tidak bagus tender makan bergizi gratis nya,, coba kuliti perlahan belangnya mana..",nmf,1,0.02894749467358916
tiktok,"anaku bb nya pak, makan bergizi gratis. energen, tidak ku minumin buka warung numpuk energennya",nmf,1,0.005057073117546145
tiktok,tidak tau otak nyh pakai tdk,nmf,4,0.004203228344841027
tiktok,mending anaknya sekolah ye,nmf,1,0.05185645458446247
tiktok,"iya,kl tidak ngambil bayangkan makanan mubazir",nmf,1,0.017695494825228163
tiktok,qt tidak ambil y ka. biarin dah suruh hemat bahan bakar minyak. y udh dirumah,nmf,1,0.014394807789439886
tiktok,"iya byk tidak ngambil.. kmaren udah libur sekolah ehh sabtu disuruh sekolah ngambil mbg,pada byk tidak ngambil",nmf,1,0.027617523490490712
tiktok,iya. korupsi smpe triliunan rkyt ditekan trus,nmf,0,0.08805245398770092
tiktok,aneh skolah daring tpi makan bergizi gratis ttep hrus diambil ksekolh rumh nyh yh ttep msih kendaraan jga haduh🤣,nmf,1,0.00889108861949237
tiktok,"makan bergizi gratis komplen,gak sesuai budget lah,sedikit lah.coba rapelan udah tidak komplain hitung annya itu.",nmf,1,0.018431260750901703
tiktok,"rapelan parah..kyk anakku minggu kmaren,kita hitung rb/hari iya kali jd rb.dapetnya susu uht ,roti tawar ,buah naga ,jeruk n kurma kacang.coba hitung nyampe tidak rb.apalagi kl kali rb udah tidak nyampe itu. meanwhile propinsi minggu ekor ayam ungkep lgkp tempe lumayan byk,susu dll.. pax isinya susu beruang,apel dll.. gong kmrn makasar ya,selain ayam potong n tempe ungkep thr rb/kotak dimasukin kedlm kotaknya duit..",nmf,1,0.019319408414367384
tiktok,rapelan kdng expired,nmf,1,0.0020231929655224433
tiktok,jd daring makan bergizi gratis gk diambil.,nmf,1,0.007834678396221009
tiktok,kirim makan bergizi gratis,nmf,1,0.0018395852399451294
tiktok,setuju prabowo makan bergizi gratis berjalan🥰,nmf,1,0.06387641609446544
tiktok,"yaa sekolah blum makan bergizi gratis ini,",nmf,1,0.038100116856674845
tiktok,anggarannya ada..coba cek anggaran pendapatan belanja negara diambil makan bergizi gratis,nmf,1,0.02309420278201121
tiktok,"repot duit negara d pikirin, presiden apa? urus keluarga d rumah",nmf,4,0.10980845021263641
tiktok,kau mungkin malas bangun pagi,nmf,1,0.00744926066669469
tiktok,"pagi siapin sarapan sekeluarga, makan bergizi gratis membantu makan siang, anak tidak jajan sembarangan",nmf,1,0.06714639623368261
tiktok,"pemasukan negara emangnya berapa, kak?",nmf,1,0.011357880389444835
tiktok,saya? mu,nmf,1,0.005660078515522073
tiktok,"defisit bukan negara ‘gagal’ sih. anggaran pendapatan belanja negara indonesia defisitnya , % pdb, batas aman %. sengaja, bukan kebobolan. makan bergizi gratis, anggarannya -an triliun, dibanding total belanja . triliun lebih. maksa dibilang penyebab defisit makan bergizi gratis bukan bagi-bagi, investasi juga,buat gizi anak, efek jangka sdm, ekonomi lokal muter. nyalahin defisit, lihat belanja negara, bukan program doang. iya narasinya jangan disederhanakan juga. (ini udah pake smartphone saran kakak)",nmf,1,0.05555102600365669
tiktok,blt t .salah sasaran blt,nmf,1,0.009427561544580269
tiktok,"perbaiki mental blt didik blt tuh, anak sekolah bersyukur bu",nmf,1,0.06902174966357151
tiktok,sesimpel ? ndak kepikiran gmn sekolah anak ?,nmf,1,0.0971651687621178
tiktok,gk makan bergizi gratis anak slalu makan gizi nya makan bergizi gratis,nmf,1,0.09449724744077496
tiktok,makan bergizi gratis jalan trs gpp sasaran jangan dikasi makan bergizi gratis. menu standart gizinya diperhatikan benar,nmf,1,0.02827185656270415
tiktok,"tolong emg makan bergizi gratis lanjutkan uang nya pak, kebanyakan makan bergizi gratis tidak amanah makanan nya jd mubajir menu nya aja. anak tidak makan jd bagikn bnyk mkanan tidak sukai nilai gizinya tidak sesuai",nmf,1,0.08352988153945196
tiktok,setuju.lanjutkan makan bergizi gratis menu tidak sesuai salah dapurnya.bukan programnya.,nmf,1,0.038095271822453536
tiktok,terimakasih terima kasih cintaku🥰,nmf,1,0.05272913313357302
tiktok,"rakyatnya makan kasih lapangan pekerjaan pak, sekolah gratis, kesehatan gratis, pajak turunin rakyat hdp makmur.",nmf,1,0.0777586555571539
tiktok,setuju tpi pengawasan ketat pengelola makan bergizi gratis porsi disajikan tidak sesuai laporan,nmf,1,0.01739025176059925
tiktok,"makan bergizi gratis progam andalan prabowo, makan bergizi gratis dihentikan berati progam prabowo gagal, mangkanya makan bergizi gratis tetep jalan amburadul.",nmf,1,0.04884592136378295
tiktok,contoh orang konsisten . berkelas sang jendral,nmf,1,0.001317804390687173
tiktok,lihat. makan bergizi gratis modal politik . semoga rakyat indonesia menilai.,nmf,1,0.04681466828299472
tiktok,"nasib p k guru,jangan pemutusan kontrak kerja,karena makan bergizi gratis klau gurunya tidak ada.",nmf,1,0.02289655224144368
tiktok,makan bergizi gratis tidak korupsi,nmf,0,0.31648133545740204
tiktok,"minimal bagun dlu om tidur, ngasih stetmen",nmf,1,0.005774495663766169
tiktok,bukan anak nya butuh makan nya juga..,nmf,1,0.07336005914863042
tiktok,"yaa allah sulit sekali..toh dinasehati lha tidak mikir,lapangan kerja sulit,pupuk mahal,harga bahan pokok stabil,kesehatan mahal..tapi sudahlah..",nmf,1,0.02269087869819771
tiktok,"krisis tidak menghentikan makan bergizi gratis menghentikan belajar mengajar lgsg, mengganti kompor jdi listrik, kendaraan listrik",nmf,1,0.004564900513680726
tiktok,makan bergizi gratis program bagus dananya pake uang pribadi beliau,nmf,1,0.03486940710865408
tiktok,tidak hp pak. anak hp . gimana daring anak² happy nya kesekolah. mnding hentikan makan bergizi gratis ktimbang daring,nmf,1,0.04623782087055118
tiktok,periode.,nmf,3,0.4181709137467734
tiktok,niat presiden mungkin baik.. pelaksanaan dilapangan tdk baik,nmf,4,0.08926535189317687
tiktok,"jangan hentikan makan bergizi gratis iya pak,anakku senang makan bergizi gratis",nmf,1,0.017768392036705813
tiktok,la mempertahankan makan bergizi gratis bpjs jangan bekukan,nmf,1,0.01735429656810322
tiktok,"pa jng keras kepala,,bp tidak tau kenyataan nya lapangan ky ..",nmf,1,0.017237166855877426
tiktok,"gmn cerita nya iya anak sekolah suruh daring makan bergizi gratis jalan trs,trs makan bergizi gratis mesti ortunya ambil kesekolah ,kn kl kesekolah jarak nya trs motor ambil ny aja.kata suruh hemat bahan bakar minyak",nmf,1,0.046261629449858066
tiktok,ok gaji presiden dpr jt,nmf,4,0.10494930941482263
tiktok,prabowo,nmf,1,0.0978103584132219
tiktok,nyesel pilih bapak!,nmf,4,0.0075999558263415805
tiktok,kerja bu tidak ngarep blt.. kerja..semua anak makan x kasih paket data bukan cm,nmf,1,0.07251161692108828
tiktok,brrti mba nya anggep orang gk dpet bantuan,nmf,1,0.0029672811237547803
tiktok,tidak ngasih anak mkn?,nmf,1,0.07009836222425492
tiktok,buzzer bayaran,nmf,1,0.0003350840091870839
tiktok,"anak kebagian makan bergizi gratis, tidak bantuan pkh non pkh. memilih hentikan makan bergizi gratis.",nmf,1,0.04123634885967858
tiktok,tidak ngasih makan anaknya kah?,nmf,1,0.01076966308885692
tiktok,umr koq,nmf,1,0.0007948260419387411
tiktok,"semangat buk, pola pikir sdm rendah sesaat, halnya sekedar kerja makan besok tidak tabungan",nmf,1,0.011524690750038064
tiktok,sdm mu prtnyakan,nmf,1,0.004366718641859668
tiktok,brarti kak.,nmf,0,0.0
tiktok,intinya : !!,nmf,2,0.0034516991330352824
tiktok,"dapet dong, anak d kasih",nmf,1,0.11556326517110112
tiktok,bersyukur berdoa anak tidak keracunan,nmf,1,0.08401152512949582
tiktok,biarin mentri d gaji mikirin,nmf,4,0.004268111046111232
tiktok,koq suka kali gratisan ?,nmf,1,0.007337732435069845
tiktok,programnya baik pelaksanaanya tidak bagus ..,nmf,1,0.04454227289263435
tiktok,tujuan program makan bergizi gratis baik sistem pelaksanaan program kaji ulang manfaat dirasakan masyarakat sesuai target pemerintah tidak salah sasaran,nmf,1,0.028317226453327054
tiktok,"terserah dah, doa pribadi dikasih pencerahan milih pemimpin jangan sampe salah kedepannya",nmf,1,0.01686291114454217
tiktok,stop makan bergizi gratis,nmf,2,0.26664613885157523
tiktok,"biar semesta alam bicara, tenang boss",nmf,1,0.010669574097587215
tiktok,iya sampean ceo nya..yo tidak dihentikan,nmf,4,0.004828172191842476
tiktok,majulah presiden ri,nmf,4,0.3745311134924516
tiktok,"coba cari efisien anggaran makan bergizi gratis nya, data daerah mengalami stunting gizi buruk nya fokus situ",nmf,1,0.03342453393542297
tiktok,ngomong mulu bapak..,nmf,1,0.002656339391898517
tiktok,jangan dipaksakan,nmf,1,0.02759612225169559
tiktok,menu iya enk ..buah iya seger nilai harga iya sesuai rb. bener bgs tpi bykbyg keracunan mending stop,nmf,2,0.0734840727751174
tiktok,ngomong pikir dulu.,nmf,1,0.0022129553857510717
tiktok,program makan bergizi gratis program bagus membantu masyarakat,nmf,1,0.038960402893190915
tiktok,lanjutkan makan bergizi gratis rakyat bpa .,nmf,1,0.05529043408849732
tiktok,ora arep mileh kowe,nmf,4,0.0040773953562602645
tiktok,makan bergizi gratis tidak bagus,nmf,1,0.032332738560325
tiktok,"iya tidak milih kok, nyalon",nmf,4,0.007345344963941876
tiktok,terserah apapun program nya keadilan kesejahteraan rakyat dukung,nmf,1,0.02142222094057505
tiktok,"bukan rakyat makan. rakyat makan. ciptakan lapangan kerja, pajak jangan dinaikin, harga sembako, bahan bakar minyak dikontrol tidal mahal.",nmf,1,0.05264506934973119
tiktok,makan bergizi gratis ada?,nmf,1,0.005942474867173707
tiktok,priode,nmf,1,0.0015674263428920904
tiktok,dengar suara rakyat,nmf,1,0.02515511448282773
tiktok,alhamdulillah bpk presiden semoga kesehatan pnjng umur🤲🤲,nmf,4,0.11483317466006517
tiktok,[sticker],nmf,1,3.483406346390278e-05
tiktok,"asn pling merana, jalan tahun. tidak tau makan bergizi gratis jalan terus. potong asn",nmf,1,0.00856007050413296
tiktok,makan bergizi gratis pemorsian tidak sesuai umur..maka anak - tidak berhasil program mbg…semua merata makanannya pak…,nmf,1,0.05266605735335724
tiktok,uang korupsi sita makan bergizi gratis tidak pak.. program makan bergizi gratis bagus.. nya menu makan bergizi gratis sppg kebanyakan bergizi pak..dan tidak sesuai porsi. tidak sppg kebanyakan pak.,nmf,0,0.0596202421456052
tiktok,wes mnyesal pilih org,nmf,1,0.008555156668961623
tiktok,tidak pilih,nmf,4,0.010552780071180903
tiktok,sekolah gk daring,nmf,1,0.041685906243285914
tiktok,"wowo, makan bergizi gratis bagus, tdk tdk semua, lokasi tertentu, baik biaya sekolah kesehatan, anak tidak kekurangan makan,,",nmf,1,0.09787763512062272
tiktok,gimana bilangnya yaa,nmf,0,0.00906088816766779
tiktok,"jangan hentikan programnya perbaiki sistemnya, makan bergizi gratis program bagus, oknum sppg amanah",nmf,1,0.028747626866114127
tiktok,"program bagus sayang pelaksana,an nya tidak bagus,,",nmf,1,0.022833003974620028
tiktok,"pengawasan program makan bergizi gratis mohon dirancang baik pak. pengawasan makan bergizi gratis tersistem dukung program pak, celah makan bergizi gratis sumber penyalahgunaan anggaran",nmf,1,0.016081718815309825
tiktok,"dah tidak percaya lgi, bener nyesel",nmf,4,0.004736394730350023
tiktok,urusan pak. makan urusan orang tua iya,nmf,1,0.01904727257870065
tiktok,silakan diteruskan tolong jangan sampe kebocoran mengundang polemik dimasyarakat,nmf,1,0.014216044663378774
tiktok,"tidak nyambung iya,",nmf,0,0.0009489034182879994
tiktok,gw menangisi beliau. gw menangisi keputusan gw,nmf,3,0.0061182838715058445
tiktok,ak sbg rakyat jelata kecewa sampeyan pak🥲,nmf,1,0.02304785970692003
tiktok,tidak tertolong teman teman.. mari berharap tidak hancur selamat krisis,nmf,3,0.002528205730752385
tiktok,ngomong apa??,nmf,1,0.005613851081180444
tiktok,"emng makan bergizi gratis sebetul nya membantu anak anak ortu nya tidak uang kasih bekal anak , nya makan bergizi gratis anak tidak kasih uang beli jajan , berdoa terbaik",nmf,1,0.1572740043162879
tiktok,jaminan tidak korupsi makan bergizi gratis,nmf,0,0.12864982596835606
tiktok,makan bergizi gratis bukan jalan ut mencegah stunting pak🥲🥲,nmf,1,0.03429808100640921
tiktok,gw no komen ahh tidak ngerti udh diluar logika gw,nmf,4,0.004143226458243064
tiktok,anak gizi dihitung,nmf,1,0.15102732731318655
tiktok,kelass,nmf,0,0.0
tiktok,sehat presiden 🥰,nmf,4,0.15490609853819864
tiktok,lapor abs nh,nmf,1,0.0011701446278036258
tiktok,"iya program bener,tpi ngloah pas",nmf,1,0.007178577793291098
tiktok,oalah yo tidak nyadar to,nmf,4,0.002652256273655988
tiktok,lanjutkan programnya 🥰,nmf,1,0.02188011485535321
tiktok,udh manut pean mbah..mumet ki,nmf,1,0.002570806036448944
tiktok,periode,nmf,3,0.4181709137467734
tiktok,desa pak?,nmf,1,0.01749580721117365
tiktok,"apalah pak, guru honorer gajian tidak jelas. kejelasan digaji tidak.",nmf,1,0.006130539813366931
tiktok,upayakan bantuan langsung ditrima orang tuanya langsung,nmf,1,0.015796571573019023
tiktok,presiden uda cari mkan🤣,nmf,4,0.11188941111725417
